"","rated","turns","victory_status","winner","opening_name","pace_type","W1","B1","W_First5","B_First5","Rating_WB"
"11454",TRUE,117,"RESIGN","WHITE","RUY LOPEZ: BERLIN DEFENSE #2","BLITZ","e4","e5","e4_Nf3_Bb5_Bxc6_Nc3","e5_Nc6_Nf6_dxc6_Bg4",0.925900748
"11455",TRUE,55,"MATE","WHITE","SCANDINAVIAN DEFENSE: MAIN LINE","BLITZ","e4","d5","e4_exd5_Nc3_d4_Nf3","d5_Qxd5_Qa5_c6_Bf5",1.042052744
"11456",FALSE,47,"OUTOFTIME","WHITE","ITALIAN GAME: TWO KNIGHTS DEFENSE |  POLERIO DEFENSE |  SUHLE DEFENSE","BLITZ","e4","e5","e4_Nf3_Bc4_Ng5_exd5","e5_Nc6_Nf6_d5_Na5",1.528279883
"11457",FALSE,83,"RESIGN","WHITE","SCANDINAVIAN DEFENSE: MODERN VARIATION #2","STANDARD","e4","d5","e4_exd5_Nf3_Be2_d4","d5_Nf6_Bg4_Nxd5_Nc6",0.996513655
"11458",FALSE,17,"RESIGN","BLACK","SICILIAN DEFENSE: MODERN VARIATIONS |  ANTI-QXD4 MOVE ORDER","BLITZ","e4","c5","e4_Nf3_d4_e5_dxe5","c5_d6_Nf6_dxe5_Qxd1+",0.654330408
"11459",FALSE,41,"RESIGN","WHITE","MODERN DEFENSE","BLITZ","d4","g6","d4_c4_Nf3_Nc3_e4","g6_Bg7_Nh6_f6_Nf7",1.108009709
"11460",TRUE,116,"MATE","BLACK","GIUOCO PIANO","BLITZ","e4","e5","e4_Nf3_Bc4_Nxe5_Kxf2","e5_Nc6_Bc5_Bxf2+_Nxe5",1.021019108
"11461",TRUE,41,"MATE","WHITE","PHILIDOR DEFENSE","BLITZ","e4","e5","e4_Nf3_d4_dxe5_Qxf3","e5_d6_Bg4_Bxf3_dxe5",0.968921389
"11462",TRUE,43,"MATE","WHITE","QUEEN'S GAMBIT ACCEPTED: OLD VARIATION","BLITZ","d4","d5","d4_c4_e3_Bxc4_Nf3","d5_dxc4_Nf6_e6_Bb4+",1.044402752
"11463",TRUE,52,"RESIGN","BLACK","ITALIAN GAME: TWO KNIGHTS DEFENSE","BLITZ","e4","e5","e4_Nf3_Bc4_O-O_Nc3","e5_Nc6_Nf6_Be7_Nd4",1.033333333
"11464",TRUE,56,"RESIGN","BLACK","SICILIAN DEFENSE: OLD SICILIAN","BLITZ","e4","c5","e4_Nf3_Nc3_Bb5_d4","c5_Nc6_d6_Bd7_a6",0.979400749
"11465",TRUE,134,"RESIGN","BLACK","SICILIAN DEFENSE: BOWDLER ATTACK","BLITZ","e4","c5","e4_Bc4_Nf3_d3_b3","c5_Nc6_d6_Bg4_Qc7",1
"11466",TRUE,59,"OUTOFTIME","WHITE","SCOTCH GAME","BLITZ","e4","e5","e4_Nf3_d4_Nxd4_Qxd4","e5_Nc6_exd4_Nxd4_b6",1.007761966
"11467",TRUE,74,"RESIGN","BLACK","KING'S INDIAN DEFENSE: FOUR PAWNS ATTACK","BLITZ","d4","Nf6","d4_c4_Nc3_e4_f4","Nf6_g6_Bg7_d6_O-O",1.067401167
"11468",TRUE,81,"MATE","WHITE","CARO-KANN DEFENSE","BLITZ","e4","c6","e4_Nf3_exd5_Bb5+_Bxd7+","c6_d5_cxd5_Bd7_Nxd7",0.993510707
"11469",TRUE,168,"MATE","BLACK","SICILIAN DEFENSE","BLITZ","e4","c5","e4_Nf3_d4_dxc5_Bb5+","c5_d6_b6_bxc5_Bd7",0.977186312
"11470",FALSE,29,"RESIGN","BLACK","KING'S PAWN GAME: LEONARDIS VARIATION","BLITZ","e4","e5","e4_d3_Nf3_Be2_O-O","e5_Bc5_d6_f5_fxe4",0.796601168
"11471",TRUE,101,"OUTOFTIME","WHITE","SICILIAN DEFENSE: SMITH-MORRA GAMBIT #2","BLITZ","e4","c5","e4_d4_Bd3_f4_Nf3","c5_cxd4_e5_Nc6_d6",1.111045828
"11472",TRUE,47,"RESIGN","WHITE","RAT DEFENSE: SMALL CENTER DEFENSE","BLITZ","e4","d6","e4_d4_c4_Nc3_Nf3","d6_e6_b6_Bb7_a6",1.134358289
"11473",TRUE,71,"MATE","WHITE","SICILIAN DEFENSE: HYPERACCELERATED FIANCHETTO","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_b3","c5_g6_cxd4_Bg7_Nc6",1.017501509
"11474",TRUE,52,"RESIGN","BLACK","SICILIAN DEFENSE: PAULSEN VARIATION","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_e6_cxd4_a6_Nc6",0.918403812
"11475",TRUE,18,"RESIGN","BLACK","SICILIAN DEFENSE: PAULSEN VARIATION","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_e6_cxd4_a6_Nc6",0.766845558
"11476",TRUE,47,"MATE","WHITE","RUY LOPEZ: BERLIN DEFENSE |  RIO GAMBIT ACCEPTED","BLITZ","e4","e5","e4_Nf3_Bb5_O-O_Re1","e5_Nc6_Nf6_Nxe4_Nf6",1.163535143
"11477",TRUE,39,"MATE","WHITE","SCANDINAVIAN DEFENSE: MIESES-KOTROC VARIATION","BLITZ","e4","d5","e4_exd5_Nc3_Be2_Nf3","d5_Qxd5_Qe6+_b6_Bb7",1.046540881
"11478",TRUE,93,"OUTOFTIME","WHITE","SICILIAN DEFENSE: KAN VARIATION |  MODERN VARIATION","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Bd3","c5_e6_cxd4_a6_Nc6",0.949314252
"11479",TRUE,69,"OUTOFTIME","WHITE","RUY LOPEZ: SPANISH COUNTERGAMBIT","STANDARD","e4","e5","e4_Nf3_Bb5_Nxe5_Nxc6","e5_Nc6_d5_Be6_bxc6",0.981645944
"11480",TRUE,20,"MATE","BLACK","QUEEN'S PAWN GAME: SYMMETRICAL VARIATION","STANDARD","d4","Nf6","d4_Nf3_c3_Ne5_b4","Nf6_d5_c6_Bf5_Nbd7",1.059116366
"11481",TRUE,45,"RESIGN","WHITE","SICILIAN DEFENSE: CLOSED","BLITZ","e4","c5","e4_Nc3_Nf3_a3_h3","c5_e6_Nc6_Nf6_d5",1.012259194
"11482",TRUE,50,"MATE","BLACK","SICILIAN DEFENSE: BOWDLER ATTACK","BLITZ","e4","c5","e4_Bc4_Qf3_c3_Qe2","c5_e6_Nc6_Ne5_Nxc4",0.994712103
"11483",TRUE,53,"RESIGN","WHITE","INDIAN GAME","BLITZ","d4","Nf6","d4_Bf4_e3_Nd2_Bd3","Nf6_d5_c6_Bf5_Bg6",1.102459016
"11484",TRUE,56,"RESIGN","BLACK","RUY LOPEZ: NUERNBERG VARIATION","BLITZ","e4","e5","e4_Nf3_Bb5_d4_Ba4","e5_Nc6_f6_a6_b5",1.005263158
"11485",TRUE,84,"RESIGN","BLACK","QUEEN'S PAWN GAME: MASON ATTACK","BLITZ","d4","d5","d4_Bf4_h3_Nf3_e3","d5_Nf6_Nc6_g6_Bg7",0.994897959
"11486",TRUE,29,"MATE","WHITE","SICILIAN DEFENSE: PAULSEN VARIATION","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_e6_cxd4_a6_Nc6",0.943319838
"11487",TRUE,52,"MATE","BLACK","KING'S PAWN GAME: KING'S HEAD OPENING #2","STANDARD","e4","e5","e4_f3_Nc3_Nd5_Nxf6+","e5_d5_d4_Nf6_Qxf6",0.972829689
"11488",FALSE,75,"MATE","WHITE","QUEEN'S PAWN GAME: CHIGORIN VARIATION","BLITZ","d4","d5","d4_Nf3_Bf4_e3_h3","d5_Nc6_Nf6_Bg4_Bh5",1.261762757
"11489",FALSE,50,"RESIGN","BLACK","PIRC DEFENSE: CLASSICAL VARIATION","BLITZ","e4","g6","e4_d4_Nf3_Nc3_e5","g6_d6_Bg7_Nf6_dxe5",0.792542017
"11490",TRUE,105,"RESIGN","WHITE","SICILIAN DEFENSE: OLD SICILIAN","BLITZ","e4","c5","e4_Nf3_Bc4_Nc3_d3","c5_Nc6_e6_Qe7_d5",1.103600294
"11491",TRUE,69,"RESIGN","WHITE","RUY LOPEZ: EXCHANGE VARIATION","BLITZ","e4","e5","e4_Nf3_Bb5_Bxc6_d3","e5_Nc6_a6_dxc6_Bd6",1.271941489
"11492",TRUE,116,"MATE","BLACK","PHILIDOR DEFENSE #2","BLITZ","e4","e5","e4_Nf3_Nc3_h3_Qxf3","e5_d6_Bg4_Bxf3_Qf6",0.868239356
"11493",TRUE,41,"RESIGN","BLACK","ITALIAN GAME: ANTI-FRIED LIVER DEFENSE","BLITZ","e4","e5","e4_Nf3_Bc4_d3_O-O","e5_Nc6_h6_Bc5_Nf6",0.911451398
"11494",TRUE,44,"MATE","BLACK","QUEEN'S GAMBIT DECLINED: MODERN VARIATION","BLITZ","d4","d5","d4_c4_Nc3_Bg5_Nf3","d5_e6_Nf6_Bb4_Nc6",0.973878098
"11495",FALSE,109,"MATE","WHITE","RUY LOPEZ: EXCHANGE VARIATION |  KERES VARIATION","BLITZ","e4","e5","e4_Nf3_Bb5_Bxc6_Nc3","e5_Nc6_a6_dxc6_Nf6",0.955793704
"11496",FALSE,17,"MATE","WHITE","SICILIAN DEFENSE: NYEZHMETDINOV-ROSSOLIMO ATTACK","BLITZ","e4","c5","e4_Nf3_Bb5_Nxd4_d3","c5_Nc6_Nd4_cxd4_a6",0.838293094
"11497",FALSE,15,"RESIGN","WHITE","ITALIAN GAME: TWO KNIGHTS DEFENSE |  FRIED LIVER ATTACK","BLITZ","e4","e5","e4_Nf3_Bc4_Ng5_exd5","e5_Nc6_Nf6_d5_Nxd5",1.046250876
"11498",FALSE,45,"RESIGN","WHITE","ITALIAN GAME: ANTI-FRIED LIVER DEFENSE","BLITZ","e4","e5","e4_Nf3_Bc4_O-O_b4","e5_Nc6_h6_Bc5_Bxb4",1.192900201
"11499",TRUE,46,"RESIGN","BLACK","ITALIAN GAME: CLASSICAL VARIATION |  GRECO GAMBIT |  TRADITIONAL LINE","STANDARD","e4","e5","e4_Bc4_c3_Nf3_d4","e5_Nc6_Nf6_Bc5_exd4",1.010796221
"11500",TRUE,77,"RESIGN","WHITE","ITALIAN GAME: ANTI-FRIED LIVER DEFENSE","STANDARD","e4","e5","e4_Nf3_Bc4_d4_O-O","e5_Nc6_h6_exd4_Bc5",0.978566644
"11501",TRUE,43,"RESIGN","WHITE","RUY LOPEZ: MORPHY DEFENSE |  NEO-ARKHANGELSK VARIATION","BLITZ","e4","e5","e4_Nf3_Bb5_Ba4_O-O","e5_Nc6_a6_Nf6_Bc5",1.092
"11502",TRUE,81,"OUTOFTIME","WHITE","ALEKHINE DEFENSE: SAEMISCH ATTACK","BLITZ","e4","Nf6","e4_e5_Nc3_dxc3_Bg5","Nf6_Nd5_Nxc3_d6_Nd7",0.974459725
"11503",TRUE,139,"MATE","WHITE","ITALIAN GAME: ANTI-FRIED LIVER DEFENSE","BLITZ","e4","e5","e4_Nf3_Bc4_c3_d4","e5_Nc6_h6_Bc5_exd4",1.00200267
"11504",TRUE,54,"MATE","BLACK","RUY LOPEZ: EXCHANGE VARIATION","STANDARD","e4","e5","e4_Nf3_Bb5_Bxc6_d4","e5_Nc6_a6_dxc6_exd4",1.041049798
"11505",TRUE,60,"MATE","BLACK","SICILIAN DEFENSE: OLD SICILIAN","BLITZ","e4","c5","e4_Nf3_Nc3_Bc4_d3","c5_Nc6_d6_e6_Be7",0.899879373
"11506",TRUE,36,"RESIGN","BLACK","SICILIAN DEFENSE: CLOSED VARIATION","BLITZ","e4","c5","e4_Nc3_Nf3_Bb5+_d3","c5_d6_Nf6_Nbd7_a6",0.934579439
"11507",FALSE,1,"OUTOFTIME","WHITE","QUEEN'S PAWN","BLITZ","d4","","d4____","____",1.893786127
"11508",FALSE,22,"RESIGN","BLACK","GEDULT'S OPENING","STANDARD","f3","e5","f3_g3_Bg2_b3_Na3","e5_d5_Nf6_Be7_O-O",0.528042732
"11509",TRUE,90,"MATE","BLACK","SICILIAN DEFENSE: BOWDLER ATTACK","BLITZ","e4","c5","e4_Bc4_Nf3_c3_d4","c5_e6_Nc6_a6_cxd4",0.781993569
"11510",TRUE,44,"RESIGN","BLACK","QUEEN'S PAWN GAME: TORRE ATTACK","BLITZ","d4","d5","d4_Nf3_Bg5_Bf4_e3","d5_Nf6_h6_e6_Bd6",0.7327852
"11511",TRUE,55,"MATE","WHITE","HORWITZ DEFENSE","BLITZ","d4","e6","d4_c4_Nf3_Nc3_e3","e6_Nc6_b6_Bb7_a5",1.545671168
"11512",TRUE,56,"RESIGN","BLACK","FRENCH DEFENSE: ADVANCE VARIATION |  PAULSEN ATTACK","BLITZ","e4","e6","e4_d4_e5_c3_Nf3","e6_d5_c5_Nc6_Qb6",0.910263022
"11513",TRUE,33,"RESIGN","WHITE","QUEEN'S PAWN GAME: ZUKERTORT VARIATION","BLITZ","d4","d5","d4_Nf3_Bf4_c3_e3","d5_e6_Nf6_Nc6_Bd6",1.433431953
"11514",TRUE,31,"RESIGN","WHITE","FRENCH DEFENSE: EXCHANGE VARIATION","BLITZ","e4","e6","e4_d4_exd5_Bd3_Nf3","e6_d5_exd5_Nf6_g6",1.018471011
"11515",TRUE,34,"MATE","BLACK","FRENCH DEFENSE: TWO KNIGHTS VARIATION","BLITZ","e4","e6","e4_Nf3_Nc3_exd5_Nxd5","e6_d5_Nf6_Nxd5_Qxd5",0.994324045
"11516",TRUE,109,"OUTOFTIME","WHITE","GRUENFELD DEFENSE: EXCHANGE VARIATION |  MODERN EXCHANGE VARIATION","BLITZ","d4","Nf6","d4_c4_Nc3_cxd5_e4","Nf6_g6_d5_Nxd5_Nxc3",0.962962963
"11517",TRUE,96,"RESIGN","BLACK","BIRD OPENING","BLITZ","f4","e6","f4_Nf3_e3_d4_a3","e6_d5_Bd6_Nf6_c5",0.895203337
"11518",TRUE,67,"RESIGN","WHITE","KING'S INDIAN DEFENSE","BLITZ","d4","Nf6","d4_c4_Nc3_Nf3_e4","Nf6_g6_Bg7_O-O_d6",1.077270164
"11519",TRUE,91,"RESIGN","WHITE","BENKO GAMBIT","BLITZ","d4","c5","d4_d5_c4_Nc3_e4","c5_Nf6_b5_bxc4_d6",1.063163779
"11521",TRUE,88,"RESIGN","BLACK","KING'S INDIAN DEFENSE: ORTHODOX VARIATION |  POSITIONAL DEFENSE","BLITZ","d4","Nf6","d4_Nf3_c4_Nc3_e4","Nf6_g6_Bg7_O-O_d6",1.04
"11522",TRUE,38,"MATE","BLACK","FRENCH DEFENSE: ADVANCE VARIATION","BLITZ","e4","e6","e4_e5_d4_c3_Bb5","e6_d5_c5_Nc6_cxd4",0.702028081
"11523",TRUE,98,"RESIGN","BLACK","FRENCH DEFENSE: TARRASCH VARIATION |  CLOSED VARIATION","BLITZ","e4","e6","e4_d4_Nd2_e5_Ne2","e6_d5_Nf6_Nfd7_c5",0.946185998
"11524",TRUE,58,"RESIGN","BLACK","FRENCH DEFENSE: SCHLECHTER VARIATION","BLITZ","e4","e6","e4_d4_Bd3_e5_Nf3","e6_d5_Nf6_Nfd7_g6",1.122362869
"11525",TRUE,50,"RESIGN","BLACK","ENGLUND GAMBIT COMPLEX DECLINED","BLITZ","d4","e5","d4_d5_c4_Nc3_e4","e5_Nf6_Bc5_O-O_d6",0.895430994
"11526",TRUE,43,"RESIGN","WHITE","SICILIAN DEFENSE: CLOSED VARIATION |  TRADITIONAL","BLITZ","e4","c5","e4_Nc3_Bb5_Bxc6_f4","c5_Nc6_g6_bxc6_Bg7",0.926447574
"11527",TRUE,52,"RESIGN","BLACK","SICILIAN DEFENSE: PAULSEN-BASMAN DEFENSE","BLITZ","d4","e6","d4_e4_Nf3_Nxd4_Nb3","e6_c5_cxd4_Bc5_Bb6",1.033743974
"11528",TRUE,108,"MATE","BLACK","SICILIAN DEFENSE: MODERN VARIATIONS |  MAIN LINE","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Bd3","c5_d6_cxd4_Nf6_e5",1.056698445
"11529",FALSE,43,"MATE","WHITE","QUEEN'S GAMBIT DECLINED: QUEEN'S KNIGHT VARIATION","BLITZ","d4","e6","d4_c4_Nc3_Nf3_e3","e6_d5_dxc4_Bb4_c5",1.328666667
"11530",FALSE,96,"MATE","BLACK","ITALIAN GAME: GIUOCO PIANISSIMO |  NORMAL","BLITZ","e4","e5","e4_Nf3_Bc4_d3_Bg5","e5_Nc6_Bc5_Nf6_O-O",0.75263422
"11531",TRUE,87,"MATE","WHITE","KING'S INDIAN DEFENSE: FIANCHETTO VARIATION |  DEBRECEN DEFENSE","BLITZ","d4","g6","d4_c4_Nc3_g3_Bg2","g6_d6_Bg7_Nf6_Nbd7",1.086980306
"11532",TRUE,56,"RESIGN","BLACK","INDIAN GAME","BLITZ","d4","Nf6","d4_c3_g3_Nf3_Bg2","Nf6_d5_g6_Bg7_O-O",0.926767677
"11533",TRUE,112,"RESIGN","BLACK","QUEEN'S PAWN","BLITZ","d4","d6","d4_Nf3_Bg5_e3_Bh4","d6_c6_Qc7_h6_Nf6",0.986557569
"11534",TRUE,152,"OUTOFTIME","BLACK","ENGLISH OPENING: SYMMETRICAL VARIATION |  TWO KNIGHTS VARIATION","BLITZ","c4","c5","c4_Nc3_e4_Nf3_a3","c5_Nc6_e5_g6_Bg7",0.980345444
"11535",TRUE,33,"RESIGN","WHITE","KING'S PAWN GAME: MENGARINI'S OPENING","BLITZ","e4","e5","e4_a3_h3_d3_c3","e5_Nc6_Nf6_Be7_O-O",1.011792453
"11536",TRUE,50,"RESIGN","BLACK","INDIAN GAME: BUDAPEST DEFENSE","BLITZ","d4","Nf6","d4_c4_e3_Nc3_Bd2","Nf6_e5_Bb4+_Qe7_exd4",1.0497543
"11537",TRUE,58,"RESIGN","BLACK","FRENCH DEFENSE: ADVANCE VARIATION |  EUWE VARIATION","BLITZ","e4","e6","e4_d4_e5_c3_Nf3","e6_d5_c5_Bd7_Nc6",0.961787184
"11538",TRUE,120,"OUTOFTIME","BLACK","FRENCH DEFENSE: ADVANCE VARIATION |  EUWE VARIATION","BLITZ","e4","e6","e4_Nf3_e5_d4_c3","e6_d5_c5_Bd7_Nc6",0.919881306
"11539",TRUE,37,"RESIGN","WHITE","QUEEN'S INDIAN DEFENSE","BLITZ","d4","Nf6","d4_Nf3_Bf4_e3_Bb5","Nf6_b6_Bb7_e6_a6",1.012696493
"11540",TRUE,90,"MATE","BLACK","SCOTCH GAME","STANDARD","e4","e5","e4_Nf3_d4_Nxd4_Qxd4","e5_Nc6_exd4_Nxd4_c5",0.986260454
"11541",TRUE,69,"RESIGN","WHITE","NIMZOWITSCH DEFENSE: SCANDINAVIAN VARIATION |  BOGOLJUBOV VARIATION","BLITZ","e4","Nc6","e4_d4_Nc3_Nxe4_d5","Nc6_d5_dxe4_e5_Nb4",1.005514706
"11542",TRUE,120,"RESIGN","BLACK","NIMZO-LARSEN ATTACK: INDIAN VARIATION","BLITZ","b3","Nf6","b3_Bb2_e4_e5_Bc4","Nf6_g6_Bg7_Nd5_Nb6",0.994478528
"11543",FALSE,109,"MATE","WHITE","SICILIAN DEFENSE: NAJDORF VARIATION","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_d6_cxd4_Nf6_a6",0.980588604
"11544",TRUE,53,"MATE","WHITE","ELEPHANT GAMBIT","BLITZ","e4","e5","e4_Nf3_exd5_Nc3_d3","e5_d5_Qxd5_Qe6_Bb4",0.974246231
"11545",TRUE,81,"OUTOFTIME","WHITE","VIENNA GAME: MAX LANGE DEFENSE","BLITZ","Nc3","e5","Nc3_e4_Bb5_Bc4_d3","e5_Nc6_Nd4_Nf6_b6",1.003196931
"11547",TRUE,61,"OUTOFTIME","WHITE","ITALIAN GAME: TWO KNIGHTS DEFENSE |  MODERN BISHOP'S OPENING","BLITZ","e4","e5","e4_Nf3_Bc4_d3_exd5","e5_Nc6_Nf6_d5_Nxd5",1.105363985
"11548",TRUE,51,"RESIGN","WHITE","SCOTCH GAME","BLITZ","e4","e5","e4_Nf3_d4_dxe5_Qxd8+","e5_Nc6_d6_dxe5_Kxd8",1.154042011
"11549",TRUE,43,"RESIGN","WHITE","OLD INDIAN DEFENSE","BLITZ","d4","d6","d4_c4_Nc3_e3_Bxc4","d6_d5_dxc4_Bd7_b5",1.022295082
"11550",TRUE,51,"OUTOFTIME","WHITE","ITALIAN GAME: TWO KNIGHTS DEFENSE |  LOLLI ATTACK","BLITZ","e4","e5","e4_Nf3_Bc4_Ng5_exd5","e5_Nc6_Nf6_d5_Nxd5",1.089216945
"11551",TRUE,51,"RESIGN","WHITE","KING'S GAMBIT ACCEPTED |  MACLEOD DEFENSE","BLITZ","e4","e5","e4_f4_Nf3_d4_e5","e5_Nc6_exf4_Nf6_Nd5",1.135463259
"11552",TRUE,69,"MATE","WHITE","QUEEN'S GAMBIT ACCEPTED","BLITZ","d4","d5","d4_c4_Nc3_Bf4_e3","d5_dxc4_e6_a6_Bb4",1.047908232
"11553",TRUE,53,"RESIGN","WHITE","ITALIAN GAME: GIUOCO PIANISSIMO |  NORMAL","BLITZ","e4","e5","e4_Nf3_Bc4_d3_O-O","e5_Nc6_Nf6_Bc5_O-O",1.053035144
"11554",TRUE,17,"MATE","WHITE","ITALIAN GAME: TWO KNIGHTS DEFENSE |  FRIED LIVER ATTACK","BLITZ","e4","e5","e4_Nf3_Bc4_Ng5_exd5","e5_Nc6_Nf6_d5_Nxd5",0.965887555
"11555",TRUE,39,"MATE","WHITE","QUEEN'S GAMBIT DECLINED: VIENNA VARIATION |  QUIET VARIATION","BLITZ","d4","d5","d4_c4_Nf3_Nc3_e3","d5_Nf6_dxc4_e6_Bd7",1.083390765
"11556",TRUE,78,"OUTOFTIME","BLACK","QUEEN'S GAMBIT DECLINED","BLITZ","d4","d5","d4_c4_a3_Nc3_cxd5","d5_e6_Nf6_Bd6_exd5",0.878265703
"11557",TRUE,62,"MATE","BLACK","KING'S GAMBIT ACCEPTED |  MACLEOD DEFENSE","BLITZ","e4","e5","e4_f4_Nf3_d4_Bxf4","e5_exf4_Nc6_d6_g6",0.987765615
"11558",TRUE,49,"MATE","WHITE","QUEEN'S GAMBIT DECLINED: 4.BG5 BE7","BLITZ","d4","Nf6","d4_c4_Nc3_Bg5_Nf3","Nf6_e6_d5_Be7_Nbd7",1.030612245
"11559",TRUE,27,"RESIGN","BLACK","SICILIAN DEFENSE: NAJDORF VARIATION |  ENGLISH ATTACK","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_d6_cxd4_Nf6_a6",0.97295557
"11560",TRUE,36,"MATE","BLACK","RUY LOPEZ: NUERNBERG VARIATION","BLITZ","e4","e5","e4_Nf3_Bb5_c3_d4","e5_Nc6_f6_Bc5_exd4",1.020765737
"11561",FALSE,3,"RESIGN","WHITE","KING'S PAWN GAME: WAYWARD QUEEN ATTACK","BULLET","e4","e5","e4_Qh5___","e5____",1.117734724
"11562",TRUE,2,"RESIGN","BLACK","FRENCH DEFENSE #2","STANDARD","e4","e6","e4____","e6____",0.975927131
"11563",TRUE,44,"RESIGN","BLACK","GIUOCO PIANO","STANDARD","e4","e5","e4_Bc4_Nf3_Nc3_h3","e5_Nc6_Bc5_d6_Nf6",1.014786418
"11564",FALSE,35,"RESIGN","WHITE","INDIAN GAME: LONDON SYSTEM","STANDARD","d4","Nf6","d4_Bf4_Nf3_e3_c3","Nf6_e6_c5_Nc6_Be7",0.985429034
"11565",TRUE,53,"RESIGN","WHITE","CARO-KANN DEFENSE: ADVANCE VARIATION","BLITZ","e4","c6","e4_d4_e5_f4_Bd3","c6_d5_f6_e6_Nd7",1.166363084
"11566",TRUE,131,"MATE","WHITE","QUEEN'S PAWN GAME: ANGLO-SLAV OPENING","BLITZ","d4","c6","d4_c4_Nc3_Nf3_Bf4","c6_d6_Qc7_Bg4_Nf6",0.835928144
"11567",TRUE,50,"RESIGN","BLACK","KING'S GAMBIT","BLITZ","e4","e5","e4_f4_Bc4_Nf3_Bf7+","e5_d6_f5_fxe4_Kxf7",1.12808539
"11568",TRUE,24,"MATE","BLACK","FRENCH DEFENSE: ADVANCE VARIATION |  NIMZOWITSCH SYSTEM","BLITZ","e4","e6","e4_d4_e5_Nf3_Bb5","e6_d5_c5_Nc6_a6",1.03577926
"11569",TRUE,36,"MATE","BLACK","SICILIAN DEFENSE: BOWDLER ATTACK","BLITZ","e4","c5","e4_Bc4_a3_c3_h3","c5_Nc6_g6_Bg7_Nf6",0.917598587
"11570",TRUE,15,"RESIGN","WHITE","SCOTCH GAME","BLITZ","e4","e5","e4_Nf3_d4_Nxd4_Qxd4","e5_Nc6_exd4_Nxd4_Qf6",1.006197183
"11571",TRUE,49,"MATE","WHITE","SICILIAN DEFENSE: DRAGON VARIATION |  CLASSICAL VARIATION #2","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_d6_cxd4_Nf6_g6",0.993281075
"11572",FALSE,37,"MATE","WHITE","RUY LOPEZ: MORPHY DEFENSE |  NEO-ARKHANGELSK VARIATION","BLITZ","e4","e5","e4_Nf3_Bb5_Ba4_O-O","e5_Nc6_a6_Nf6_Bc5",1.059322034
"11573",FALSE,7,"RESIGN","BLACK","GIUOCO PIANO","BLITZ","e4","e5","e4_Nf3_Bc4_O-O_","e5_Nc6_Bc5__",1.01059322
"11574",FALSE,42,"MATE","BLACK","KING'S GAMBIT DECLINED: FALKBEER |  MILNER-BARRY VARIATION","STANDARD","e4","e5","e4_f4_Nc3_Nf3_Nxe4","e5_d5_exf4_dxe4_Bf5",0.59974587
"11575",FALSE,83,"MATE","WHITE","SICILIAN DEFENSE: MODERN VARIATIONS","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_d6_cxd4_Nf6_e5",1.695621469
"11576",FALSE,29,"RESIGN","WHITE","SCANDINAVIAN DEFENSE: PORTUGUESE VARIATION","STANDARD","e4","d5","e4_exd5_d4_Bb5+_dxc6","d5_Nf6_Bg4_c6_Bxd1",1.392920354
"11577",FALSE,18,"RESIGN","BLACK","SCANDINAVIAN DEFENSE: PORTUGUESE VARIATION","STANDARD","e4","d5","e4_exd5_d4_f3_c4","d5_Nf6_Bg4_Bf5_e6",1.218879056
"11578",TRUE,138,"MATE","BLACK","SCANDINAVIAN DEFENSE: PANOV TRANSFER","STANDARD","e4","d5","e4_exd5_c4_dxc6_Nf3","d5_Nf6_c6_Nxc6_e5",1.021984551
"11579",TRUE,57,"RESIGN","WHITE","ITALIAN GAME: GIUOCO PIANISSIMO |  ITALIAN FOUR KNIGHTS VARIATION","STANDARD","e4","e5","e4_Nf3_Bc4_Nc3_d3","e5_Nc6_Bc5_Nf6_O-O",1.060164661
"11580",TRUE,38,"RESIGN","BLACK","SCANDINAVIAN DEFENSE: PANOV TRANSFER","STANDARD","e4","d5","e4_exd5_c4_dxc6_Nf3","d5_Nf6_c6_Nxc6_e5",0.952581032
"11581",TRUE,42,"RESIGN","WHITE","KING'S PAWN GAME: WAYWARD QUEEN ATTACK","STANDARD","e4","e5","e4_Qh5_Bc4_Qf3_c3","e5_Nc6_g6_Nf6_Bg7",1.045373134
"11582",TRUE,22,"RESIGN","BLACK","KING'S PAWN GAME: MCCONNELL DEFENSE","STANDARD","e4","e5","e4_Nf3_Bc4_Nc3_d3","e5_Qf6_Bc5_c6_h6",0.966704937
"11583",TRUE,36,"RESIGN","BLACK","SCANDINAVIAN DEFENSE: PANOV TRANSFER","STANDARD","e4","d5","e4_exd5_c4_dxc6_Nc3","d5_Nf6_c6_Nxc6_e5",1.048185604
"11584",TRUE,92,"MATE","BLACK","PHILIDOR DEFENSE #3","STANDARD","e4","e5","e4_Nf3_Bc4_Nc3_d3","e5_d6_c6_Be7_Nf6",0.961319681
