"X","op_name","rated","turns","victory_status","winner","pace_type","W1","B1","W_First5","B_First5","Rating_WB","opening_strategy","WOE_Opening_Name","rating_bins","ID_unit","Prob","Stratum"
5407,"KING'S INDIAN DEFENSE",TRUE,40,"RESIGN","WHITE","BLITZ","d4","Nf6","d4_c4_Nc3_e4_Nf3","Nf6_g6_Bg7_d6_O-O",0.949260042283298,"DEFENSE",0.0335226920386436,"Equal",5407,0.75,3
5408,"KING'S INDIAN DEFENSE",TRUE,38,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_e4_f4","Nf6_g6_Bg7_d6_O-O",0.958177278401998,"DEFENSE",0.0335226920386436,"Equal",5408,0.75,3
5409,"KING'S INDIAN DEFENSE",FALSE,95,"MATE","WHITE","BLITZ","d4","Nf6","d4_c4_Nc3_e4_f3","Nf6_g6_Bg7_d6_O-O",0.935430463576159,"DEFENSE",0.0335226920386436,"Equal",5409,0.75,3
5410,"KING'S INDIAN DEFENSE",TRUE,81,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_Nf3_e3","Nf6_g6_Bg7_d6_O-O",1.02817650186071,"DEFENSE",0.0335226920386436,"Equal",5410,0.75,3
5417,"KING'S INDIAN DEFENSE",TRUE,103,"OUTOFTIME","WHITE","BLITZ","d4","Nf6","d4_c4_Nc3_e4_Bg5","Nf6_g6_Bg7_d6_h6",0.973846153846154,"DEFENSE",0.0335226920386436,"Equal",5417,0.75,3
5419,"KING'S INDIAN DEFENSE",TRUE,61,"OUTOFTIME","WHITE","BLITZ","d4","Nf6","d4_c4_Nc3_e4_f4","Nf6_g6_Bg7_d6_O-O",0.998275862068966,"DEFENSE",0.0335226920386436,"Equal",5419,0.75,3
5421,"KING'S INDIAN DEFENSE",TRUE,83,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_e4_Bd3","Nf6_g6_Bg7_d6_O-O",1.01566720691518,"DEFENSE",0.0335226920386436,"Equal",5421,0.75,3
5423,"KING'S INDIAN DEFENSE",TRUE,33,"RESIGN","WHITE","BLITZ","c4","Nf6","c4_d4_Nc3_e4_h3","Nf6_g6_Bg7_d6_O-O",1.03810694529809,"DEFENSE",0.0335226920386436,"Equal",5423,0.75,3
5425,"KING'S INDIAN DEFENSE",TRUE,45,"RESIGN","WHITE","BLITZ","Nf3","Nf6","Nf3_c4_d4_Nc3_e4","Nf6_g6_Bg7_d6_O-O",1.03176542455712,"DEFENSE",0.0335226920386436,"Equal",5425,0.75,3
5426,"KING'S INDIAN DEFENSE",TRUE,74,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_e4_Nf3","Nf6_g6_d6_Bg7_O-O",1.0252281266774,"DEFENSE",0.0335226920386436,"Equal",5426,0.75,3
5427,"KING'S INDIAN DEFENSE",TRUE,41,"RESIGN","WHITE","BLITZ","d4","Nf6","d4_c4_Nc3_e3_Nf3","Nf6_g6_Bg7_O-O_d5",1.03612281757977,"DEFENSE",0.0335226920386436,"Equal",5427,0.75,3
5428,"KING'S INDIAN DEFENSE",TRUE,34,"RESIGN","BLACK","BLITZ","c4","g6","c4_d4_e4_Nf3_Nc3","g6_Bg7_d6_Nf6_c6",0.951956074124914,"DEFENSE",0.0335226920386436,"Equal",5428,0.75,3
5430,"KING'S INDIAN DEFENSE",TRUE,61,"RESIGN","WHITE","BLITZ","d4","Nf6","d4_Nf3_c4_Nc3_e4","Nf6_g6_Bg7_d6_O-O",1.09800469483568,"DEFENSE",0.0335226920386436,"Equal",5430,0.75,3
5438,"KING'S INDIAN DEFENSE",TRUE,107,"OUTOFTIME","WHITE","BLITZ","d4","Nf6","d4_c4_Nf3_Bg5_Bh4","Nf6_g6_Bg7_h6_g5",0.964485981308411,"DEFENSE",0.0335226920386436,"Equal",5438,0.75,3
5439,"KING'S INDIAN DEFENSE",FALSE,53,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_Nf3_Bg5","Nf6_g6_Bg7_d6_O-O",1.00220750551876,"DEFENSE",0.0335226920386436,"Equal",5439,0.75,3
5441,"KING'S INDIAN DEFENSE",TRUE,51,"RESIGN","WHITE","BLITZ","e4","g6","e4_d4_c4_Nc3_Bd3","g6_Bg7_d6_Nf6_O-O",0.979958890030832,"DEFENSE",0.0335226920386436,"Equal",5441,0.75,3
5442,"KING'S INDIAN DEFENSE",FALSE,38,"RESIGN","BLACK","STANDARD","d4","Nf6","d4_c4_Nf3_Nc3_Bg5","Nf6_g6_Bg7_O-O_d6",0.999346405228758,"DEFENSE",0.0335226920386436,"Equal",5442,0.75,3
5443,"KING'S INDIAN DEFENSE",TRUE,84,"RESIGN","BLACK","BLITZ","Nf3","Nf6","Nf3_d4_c4_Nc3_e4","Nf6_g6_Bg7_O-O_d6",0.9136295556665,"DEFENSE",0.0335226920386436,"Equal",5443,0.75,3
5445,"KING'S INDIAN DEFENSE",TRUE,110,"RESIGN","BLACK","STANDARD","d4","Nf6","d4_c4_Nc3_Nf3_Bg5","Nf6_g6_Bg7_O-O_h6",0.995918367346939,"DEFENSE",0.0335226920386436,"Equal",5445,0.75,3
5447,"KING'S INDIAN DEFENSE",FALSE,58,"MATE","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_Bg5_Nf3","Nf6_g6_Bg7_d6_O-O",0.942,"DEFENSE",0.0335226920386436,"Equal",5447,0.75,3
5448,"KING'S INDIAN DEFENSE",TRUE,75,"RESIGN","WHITE","BLITZ","d4","Nf6","d4_Nf3_c4_Nc3_e4","Nf6_g6_Bg7_O-O_d6",1.05917159763314,"DEFENSE",0.0335226920386436,"Equal",5448,0.75,3
5451,"KING'S INDIAN DEFENSE",TRUE,39,"RESIGN","WHITE","BLITZ","d4","Nf6","d4_c4_Nc3_e4_Be2","Nf6_g6_Bg7_O-O_b6",0.935464044253227,"DEFENSE",0.0335226920386436,"Equal",5451,0.75,3
5453,"KING'S INDIAN DEFENSE",TRUE,76,"MATE","BLACK","STANDARD","d4","Nf6","d4_c4_Nc3_e4_Bd3","Nf6_g6_Bg7_d6_O-O",0.948867786705625,"DEFENSE",0.0335226920386436,"Equal",5453,0.75,3
5454,"KING'S INDIAN DEFENSE",TRUE,53,"OUTOFTIME","WHITE","BLITZ","d4","Nf6","d4_c4_Nc3_e4_Bg5","Nf6_g6_Bg7_d6_O-O",1.05049332559489,"DEFENSE",0.0335226920386436,"Equal",5454,0.75,3
5455,"KING'S INDIAN DEFENSE",TRUE,34,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_e4_f4","Nf6_g6_Bg7_d6_O-O",1.04372515616127,"DEFENSE",0.0335226920386436,"Equal",5455,0.75,3
5456,"KING'S INDIAN DEFENSE",TRUE,87,"MATE","WHITE","BLITZ","d4","g6","d4_c4_Nc3_g3_Bg2","g6_d6_Bg7_Nf6_Nbd7",1.08698030634573,"DEFENSE",0.0335226920386436,"Equal",5456,0.75,3
5458,"KING'S INDIAN DEFENSE",TRUE,34,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_Nf3_b4","Nf6_g6_Bg7_d6_O-O",0.934201954397394,"DEFENSE",0.0335226920386436,"Equal",5458,0.75,3
5459,"KING'S INDIAN DEFENSE",TRUE,93,"OUTOFTIME","WHITE","BLITZ","d4","Nf6","d4_c4_Nc3_e4_f4","Nf6_g6_Bg7_d6_Bg4",0.942088934850052,"DEFENSE",0.0335226920386436,"Equal",5459,0.75,3
5460,"KING'S INDIAN DEFENSE",TRUE,69,"RESIGN","WHITE","BLITZ","d4","Nf6","d4_c4_Nf3_Nc3_Bg5","Nf6_g6_Bg7_O-O_h6",1.04091213950369,"DEFENSE",0.0335226920386436,"Equal",5460,0.75,3
5461,"KING'S INDIAN DEFENSE",TRUE,50,"RESIGN","BLACK","BULLET","d4","Nf6","d4_c4_Nc3_Nf3_Bf4","Nf6_g6_Bg7_d6_Nbd7",1.04483837330553,"DEFENSE",0.0335226920386436,"Equal",5461,0.75,3
5464,"KING'S INDIAN DEFENSE",TRUE,105,"MATE","WHITE","STANDARD","d4","Nf6","d4_c4_Nc3_e4_Nf3","Nf6_g6_Bg7_d6_Bg4",0.917770419426049,"DEFENSE",0.0335226920386436,"Equal",5464,0.75,3
5466,"KING'S INDIAN DEFENSE",TRUE,75,"RESIGN","WHITE","BLITZ","c4","Nf6","c4_d4_Nc3_e4_h3","Nf6_g6_Bg7_d6_c6",0.998496993987976,"DEFENSE",0.0335226920386436,"Equal",5466,0.75,3
5467,"KING'S INDIAN DEFENSE",TRUE,54,"RESIGN","BLACK","BLITZ","c4","Nf6","c4_Nc3_d4_e4_Nf3","Nf6_g6_Bg7_d6_O-O",1.02552926525529,"DEFENSE",0.0335226920386436,"Equal",5467,0.75,3
5468,"KING'S INDIAN DEFENSE",TRUE,129,"RESIGN","WHITE","BLITZ","d4","Nf6","d4_c4_Nc3_b3_Bb2","Nf6_g6_Bg7_d6_O-O",1.08755760368664,"DEFENSE",0.0335226920386436,"Equal",5468,0.75,3
5469,"KING'S INDIAN DEFENSE",FALSE,126,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_Bg5_e3","Nf6_g6_Bg7_d6_O-O",1.02759381898455,"DEFENSE",0.0335226920386436,"Equal",5469,0.75,3
5471,"KING'S INDIAN DEFENSE",FALSE,132,"MATE","BLACK","BLITZ","d4","Nf6","d4_c4_Nf3_Nc3_Bf4","Nf6_g6_Bg7_d6_O-O",0.969646799116998,"DEFENSE",0.0335226920386436,"Equal",5471,0.75,3
5472,"KING'S INDIAN DEFENSE",TRUE,64,"MATE","BLACK","STANDARD","d4","Nf6","d4_c4_Nf3_Bg5_Bxf6","Nf6_g6_Bg7_d6_Bxf6",1.00224845418775,"DEFENSE",0.0335226920386436,"Equal",5472,0.75,3
5473,"KING'S INDIAN DEFENSE",TRUE,46,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_e4_e5","Nf6_g6_Bg7_O-O_Ne8",1.09779179810726,"DEFENSE",0.0335226920386436,"Equal",5473,0.75,3
5475,"KING'S INDIAN DEFENSE",TRUE,99,"RESIGN","WHITE","BLITZ","d4","g6","d4_c4_Nc3_e4_Be3","g6_Bg7_Nf6_d6_O-O",1.03468899521531,"DEFENSE",0.0335226920386436,"Equal",5475,0.75,3
5478,"KING'S INDIAN DEFENSE",FALSE,136,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_e4_Bg5","Nf6_g6_Bg7_d6_Nbd7",1.0362473347548,"DEFENSE",0.0335226920386436,"Equal",5478,0.75,3
5479,"KING'S INDIAN DEFENSE",TRUE,52,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_Nf3_e4","Nf6_g6_Bg7_O-O_d6",1.02337023370234,"DEFENSE",0.0335226920386436,"Equal",5479,0.75,3
5482,"KING'S INDIAN DEFENSE",TRUE,83,"RESIGN","WHITE","BLITZ","d4","Nf6","d4_c4_Nc3_e4_Nf3","Nf6_g6_Bg7_d6_O-O",1.08935950413223,"DEFENSE",0.0335226920386436,"Equal",5482,0.75,3
5485,"KING'S INDIAN DEFENSE",TRUE,85,"RESIGN","WHITE","STANDARD","d4","Nf6","d4_c4_Nc3_e4_f3","Nf6_g6_Bg7_d6_O-O",0.947307469600463,"DEFENSE",0.0335226920386436,"Equal",5485,0.75,3
5488,"KING'S INDIAN DEFENSE",TRUE,67,"RESIGN","WHITE","BLITZ","d4","Nf6","d4_c4_Nc3_Nf3_e4","Nf6_g6_Bg7_O-O_d6",1.07727016356458,"DEFENSE",0.0335226920386436,"Equal",5488,0.75,3
5489,"KING'S INDIAN DEFENSE",TRUE,78,"RESIGN","BLACK","STANDARD","d4","Nf6","d4_c4_Nc3_e4_Be2","Nf6_g6_Bg7_d6_O-O",0.957865168539326,"DEFENSE",0.0335226920386436,"Equal",5489,0.75,3
5492,"KING'S INDIAN DEFENSE",TRUE,65,"OUTOFTIME","WHITE","BLITZ","d4","g6","d4_c4_Nf3_Nc3_g3","g6_Bg7_Nf6_O-O_d6",0.90237636480411,"DEFENSE",0.0335226920386436,"Equal",5492,0.75,3
5496,"KING'S INDIAN DEFENSE",TRUE,90,"RESIGN","BLACK","STANDARD","d4","Nf6","d4_c4_Nc3_e4_f4","Nf6_g6_Bg7_d6_O-O",0.996515679442509,"DEFENSE",0.0335226920386436,"Equal",5496,0.75,3
5497,"KING'S INDIAN DEFENSE",TRUE,80,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_e4_h3","Nf6_g6_Bg7_d6_O-O",0.98546209761163,"DEFENSE",0.0335226920386436,"Equal",5497,0.75,3
5498,"KING'S INDIAN DEFENSE",TRUE,60,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_Bg5_Nf3","Nf6_g6_c6_Bg7_d6",1.0140586797066,"DEFENSE",0.0335226920386436,"Equal",5498,0.75,3
5499,"KING'S INDIAN DEFENSE",TRUE,58,"MATE","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_Nf3_Bg5","Nf6_g6_Bg7_O-O_d6",0.932854946181445,"DEFENSE",0.0335226920386436,"Equal",5499,0.75,3
5500,"KING'S INDIAN DEFENSE",FALSE,36,"RESIGN","WHITE","BLITZ","c4","Nf6","c4_d4_Nc3_e4_h3","Nf6_g6_Bg7_d6_O-O",1.07613941018767,"DEFENSE",0.0335226920386436,"Equal",5500,0.75,3
5501,"KING'S INDIAN DEFENSE",TRUE,48,"RESIGN","BLACK","STANDARD","d4","Nf6","d4_c4_Nc3_e4_Nf3","Nf6_g6_Bg7_d6_O-O",0.935272045028143,"DEFENSE",0.0335226920386436,"Equal",5501,0.75,3
5503,"KING'S INDIAN DEFENSE",TRUE,55,"MATE","WHITE","STANDARD","d4","Nf6","d4_c4_Nc3_e4_Be2","Nf6_g6_Bg7_d6_O-O",1.02766798418972,"DEFENSE",0.0335226920386436,"Equal",5503,0.75,3
5505,"KING'S INDIAN DEFENSE",TRUE,69,"MATE","WHITE","BLITZ","d4","Nf6","d4_c4_Nc3_e4_f3","Nf6_g6_Bg7_d6_O-O",1.00427122263748,"DEFENSE",0.0335226920386436,"Equal",5505,0.75,3
5507,"KING'S INDIAN DEFENSE",TRUE,94,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_Nf3_c4_d5_Nc3","Nf6_g6_c5_b5_b4",1.02314571278275,"DEFENSE",0.0335226920386436,"Equal",5507,0.75,3
5512,"KING'S INDIAN DEFENSE",TRUE,28,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_e4_f3","Nf6_g6_Bg7_d6_O-O",0.903988868274583,"DEFENSE",0.0335226920386436,"Equal",5512,0.75,3
5513,"KING'S INDIAN DEFENSE",TRUE,70,"RESIGN","BLACK","BLITZ","c4","Nf6","c4_Nc3_d4_g3_Bg2","Nf6_g6_Bg7_O-O_d6",1.05683269476373,"DEFENSE",0.0335226920386436,"Equal",5513,0.75,3
5514,"KING'S INDIAN DEFENSE",TRUE,81,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nc3_e4_f4","Nf6_g6_Bg7_d6_O-O",0.970274036228518,"DEFENSE",0.0335226920386436,"Equal",5514,0.75,3
5515,"KING'S INDIAN DEFENSE",FALSE,117,"MATE","WHITE","BLITZ","d4","Nf6","d4_c4_Nc3_e4_Bd3","Nf6_g6_Bg7_d6_O-O",0.945179584120983,"DEFENSE",0.0335226920386436,"Equal",5515,0.75,3
5520,"KING'S INDIAN DEFENSE",TRUE,34,"OUTOFTIME","BLACK","BLITZ","c4","Nf6","c4_d4_Nc3_e4_Nf3","Nf6_g6_Bg7_d6_O-O",0.997053045186641,"DEFENSE",0.0335226920386436,"Equal",5520,0.75,3
5522,"KING'S INDIAN DEFENSE",TRUE,73,"OUTOFTIME","WHITE","BLITZ","d4","Nf6","d4_c4_Nc3_Nf3_Be3","Nf6_g6_Bg7_d6_O-O",0.97617728531856,"DEFENSE",0.0335226920386436,"Equal",5522,0.75,3
5523,"KING'S INDIAN DEFENSE",TRUE,51,"RESIGN","BLACK","STANDARD","d4","Nf6","d4_c4_Nc3_e4_Bg5","Nf6_g6_Bg7_d6_O-O",0.972115384615385,"DEFENSE",0.0335226920386436,"Equal",5523,0.75,3
5526,"KING'S KNIGHT OPENING",TRUE,3,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3___","e5____",1.0952380952381,"NO_DEFENSE",0.239059006620109,"Equal",5526,0.75,3
5528,"KING'S KNIGHT OPENING",TRUE,65,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_a3_h3_Nc3","e5_Nc6_d6_Be7_Nf6",0.973740241305891,"NO_DEFENSE",0.239059006620109,"Equal",5528,0.75,3
5529,"KING'S KNIGHT OPENING",FALSE,31,"RESIGN","WHITE","STANDARD","e4","e5","e4_Nf3_a3_h3_Bb5","e5_Nc6_d6_Be6_Bd7",1,"NO_DEFENSE",0.239059006620109,"Equal",5529,0.75,3
5530,"KING'S KNIGHT OPENING",TRUE,39,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_Nc3_Bb5_Ba4","e5_Bd6_Nc6_a6_Qe7",0.958894878706199,"NO_DEFENSE",0.239059006620109,"Equal",5530,0.75,3
5533,"KING'S KNIGHT OPENING",TRUE,44,"MATE","BLACK","BLITZ","e4","e5","e4_Nf3_Nc3_Bc4_Ng5","e5_Bd6_Nf6_Qe7_Rf8",0.941501976284585,"NO_DEFENSE",0.239059006620109,"Equal",5533,0.75,3
5540,"KING'S KNIGHT OPENING",FALSE,31,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bc4_d3_Bg5","e5_Bd6_Qf6_Nh6_Qg6",1.05559465165376,"NO_DEFENSE",0.239059006620109,"Equal",5540,0.75,3
5541,"KING'S KNIGHT OPENING",FALSE,90,"MATE","BLACK","STANDARD","e4","e5","e4_Nf3_Nh4_Bc4_Nf5","e5_Nc6_Nf6_Nxe4_d5",0.904473085670963,"NO_DEFENSE",0.239059006620109,"Equal",5541,0.75,3
5542,"KING'S KNIGHT OPENING",TRUE,61,"RESIGN","WHITE","STANDARD","e4","e5","e4_Nf3_Nc3_d4_Nd5","e5_Bd6_b6_Qe7_Qe6",1.01784266017843,"NO_DEFENSE",0.239059006620109,"Equal",5542,0.75,3
5543,"KING'S KNIGHT OPENING",TRUE,119,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_c3_d3_Nxe5","e5_Bb4_Bc5_b5_d6",1.03106125970664,"NO_DEFENSE",0.239059006620109,"Equal",5543,0.75,3
5544,"KING'S KNIGHT OPENING",TRUE,51,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_d4_d5_c4","e5_g6_Bg7_c6_Qa5+",1.02994011976048,"NO_DEFENSE",0.239059006620109,"Equal",5544,0.75,3
5546,"KING'S KNIGHT OPENING",TRUE,69,"RESIGN","WHITE","STANDARD","e4","e5","e4_Nf3_d3_Nc3_Bg5","e5_Nc6_d6_Nf6_Be7",1.05491698595147,"NO_DEFENSE",0.239059006620109,"Equal",5546,0.75,3
5547,"KING'S KNIGHT OPENING",TRUE,41,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_a3_Bb5_Bxc6","e5_Nc6_Nf6_Bc5_dxc6",1.00925212027756,"NO_DEFENSE",0.239059006620109,"Equal",5547,0.75,3
5550,"KING'S KNIGHT OPENING",TRUE,66,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_a3_d3_Be3","e5_Nc6_Bc5_Nf6_Bxe3",0.907806191117093,"NO_DEFENSE",0.239059006620109,"Equal",5550,0.75,3
5553,"KING'S KNIGHT OPENING",FALSE,134,"MATE","BLACK","STANDARD","e4","e5","e4_Nf3_g3_d3_Bg5","e5_Nc6_Nf6_d5_Bc5",1.03551912568306,"NO_DEFENSE",0.239059006620109,"Equal",5553,0.75,3
5554,"KING'S KNIGHT OPENING",TRUE,72,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bc4_d4_Nxd4","e5_Bd6_h6_exd4_Bc5",1.00062972292191,"NO_DEFENSE",0.239059006620109,"Equal",5554,0.75,3
5555,"KING'S KNIGHT OPENING",FALSE,122,"MATE","BLACK","BLITZ","e4","e5","e4_Nf3_d3_Be3_fxe3","e5_Nc6_Bc5_Bxe3_Nf6",1.0531914893617,"NO_DEFENSE",0.239059006620109,"Equal",5555,0.75,3
5559,"KING'S KNIGHT OPENING",FALSE,74,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bc4_Nxe5_d4","e5_g6_b6_Nh6_Ba6",1.07789473684211,"NO_DEFENSE",0.239059006620109,"Equal",5559,0.75,3
5564,"KING'S KNIGHT OPENING",FALSE,57,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_d3_Bg5_Nbd2","e5_Nc6_Nf6_Bc5_O-O",0.967687074829932,"NO_DEFENSE",0.239059006620109,"Equal",5564,0.75,3
5566,"KING'S KNIGHT OPENING",TRUE,75,"OUTOFTIME","WHITE","BLITZ","e4","e5","e4_Nf3_d4_Bc4_c3","e5_b6_Nc6_d6_Bg4",0.924042686754551,"NO_DEFENSE",0.239059006620109,"Equal",5566,0.75,3
5567,"KING'S KNIGHT OPENING",TRUE,4,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3___","e5_Qg5___",1.0864406779661,"NO_DEFENSE",0.239059006620109,"Equal",5567,0.75,3
5569,"KING'S KNIGHT OPENING",TRUE,3,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3___","e5____",0.986652429257875,"NO_DEFENSE",0.239059006620109,"Equal",5569,0.75,3
5571,"KING'S KNIGHT OPENING",TRUE,35,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_d3_Nbd2_exd5","e5_Nc6_d5_Nf6_Qxd5",0.970824215900802,"NO_DEFENSE",0.239059006620109,"Equal",5571,0.75,3
5573,"KING'S KNIGHT OPENING",FALSE,103,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_Nxe5_d4_Bc4","e5_h5_Qg5_Qg6_d6",1.072,"NO_DEFENSE",0.239059006620109,"Equal",5573,0.75,3
5583,"KING'S KNIGHT OPENING",TRUE,56,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_d3_Nc3_Be3","e5_Nc6_Nf6_Bc5_Bb4",0.99237933954276,"NO_DEFENSE",0.239059006620109,"Equal",5583,0.75,3
5589,"KING'S KNIGHT OPENING",TRUE,11,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_Bc4_b3_Bb2","e5_Bd6_Qf6_Nh6_Nc6",1.06332842415317,"NO_DEFENSE",0.239059006620109,"Equal",5589,0.75,3
5593,"KING'S KNIGHT OPENING",TRUE,62,"MATE","BLACK","STANDARD","e4","e5","e4_Nf3_a3_Bd3_h3","e5_Nc6_Bc5_Nf6_d6",1.06108597285068,"NO_DEFENSE",0.239059006620109,"Equal",5593,0.75,3
5594,"KING'S KNIGHT OPENING",FALSE,3,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3___","e5____",1.07532751091703,"NO_DEFENSE",0.239059006620109,"Equal",5594,0.75,3
5597,"KING'S KNIGHT OPENING",TRUE,59,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_d3_Nc3_a3","e5_Nc6_Nf6_Bb4_Bxc3+",0.922627737226277,"NO_DEFENSE",0.239059006620109,"Equal",5597,0.75,3
5600,"KING'S KNIGHT OPENING",TRUE,54,"MATE","BLACK","STANDARD","e4","e5","e4_Nf3_Bc4_exf5_Nxe5","e5_g6_f5_gxf5_Bd6",0.992963252541048,"NO_DEFENSE",0.239059006620109,"Equal",5600,0.75,3
5602,"KING'S KNIGHT OPENING",TRUE,69,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_d3_Nc3_h3","e5_Nc6_Nf6_Bc5_O-O",0.944444444444444,"NO_DEFENSE",0.239059006620109,"Equal",5602,0.75,3
5603,"KING'S KNIGHT OPENING",TRUE,32,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_g3_Nc3_d3","e5_Nc6_d6_Nf6_Be7",0.964970257766028,"NO_DEFENSE",0.239059006620109,"Equal",5603,0.75,3
5606,"KING'S KNIGHT OPENING",TRUE,78,"MATE","BLACK","STANDARD","e4","e5","e4_Nf3_Bd3_Nc3_h3","e5_a5_c6_d6_b5",0.948412698412698,"NO_DEFENSE",0.239059006620109,"Equal",5606,0.75,3
5607,"KING'S KNIGHT OPENING",TRUE,67,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_d3_Nc3_a3","e5_Nc6_h6_Nf6_d6",0.93509272467903,"NO_DEFENSE",0.239059006620109,"Equal",5607,0.75,3
5608,"KING'S KNIGHT OPENING",TRUE,69,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bc4_d4_d5","e5_Bd6_h6_Nc6_Nce7",0.977835723598436,"NO_DEFENSE",0.239059006620109,"Equal",5608,0.75,3
5614,"KING'S KNIGHT OPENING",TRUE,30,"MATE","BLACK","STANDARD","e4","e5","e4_Nf3_h3_d3_Nc3","e5_Nc6_Nf6_h6_Ng8",0.962632006498781,"NO_DEFENSE",0.239059006620109,"Equal",5614,0.75,3
5615,"KING'S KNIGHT OPENING",TRUE,60,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_d3_Bg5_Bxe7","e5_Nc6_d6_Be7_Qxe7",0.952004860267315,"NO_DEFENSE",0.239059006620109,"Equal",5615,0.75,3
5617,"KING'S KNIGHT OPENING",TRUE,73,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_g4_Nc3_Rg1","e5_Nc6_g6_d6_Bg7",1.06551475881929,"NO_DEFENSE",0.239059006620109,"Equal",5617,0.75,3
5620,"KING'S KNIGHT OPENING",TRUE,86,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_b3_Qe2_Bb2","e5_Nc6_Nf6_Bc5_d6",0.921923797626483,"NO_DEFENSE",0.239059006620109,"Equal",5620,0.75,3
5624,"KING'S KNIGHT OPENING",TRUE,21,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_a3_Nxe5_d4","e5_Nc6_Bc5_Nxe5_Bxd4",0.991101984941821,"NO_DEFENSE",0.239059006620109,"Equal",5624,0.75,3
5630,"KING'S KNIGHT OPENING",TRUE,4,"OUTOFTIME","BLACK","BLITZ","e4","e5","e4_Nf3___","e5_Nc6___",1.0525238744884,"NO_DEFENSE",0.239059006620109,"Equal",5630,0.75,3
5635,"KING'S KNIGHT OPENING",TRUE,141,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_b3_Bc4_d3","e5_Nc6_Bc5_d6_Bg4",0.99446401610468,"NO_DEFENSE",0.239059006620109,"Equal",5635,0.75,3
5636,"KING'S KNIGHT OPENING",TRUE,32,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_g3_Bg2_O-O","e5_Nc6_Bc5_Nf6_Ng4",0.958181818181818,"NO_DEFENSE",0.239059006620109,"Equal",5636,0.75,3
5637,"KING'S KNIGHT OPENING",TRUE,77,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_Nc3_d4_d5","e5_Bd6_Nf6_Qe7_a6",1.00537221795856,"NO_DEFENSE",0.239059006620109,"Equal",5637,0.75,3
5638,"KING'S KNIGHT OPENING",TRUE,3,"OUTOFTIME","WHITE","BLITZ","e4","e5","e4_Nf3___","e5____",1.02001429592566,"NO_DEFENSE",0.239059006620109,"Equal",5638,0.75,3
5643,"KING'S KNIGHT OPENING",TRUE,45,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_d3_Bg5_Bxf6","e5_Nc6_Nf6_h6_gxf6",1.01486988847584,"NO_DEFENSE",0.239059006620109,"Equal",5643,0.75,3
