X,P21,rated,turns,victory_status,winner,pace_type,W1,B1,W_First5,B_First5,Rating_WB,opening_strategy,op_name,rating_bins,ID_unit,Prob,Stratum
9196,BISHOP'S OPENING,TRUE,22,RESIGN,BLACK,BLITZ,e4,e5,e4_Bc4_Qf3_c3_d3,e5_Nf6_Nc6_Bc5_d6,0.913965822,DEFENSE,BISHOP'S OPENING,Equal,8802,0.75,1
9197,KING'S PAWN GAME,TRUE,49,RESIGN,WHITE,BLITZ,e4,d6,e4_d4_dxe5_Bxh6_exd6,d6_e5_Nh6_gxh6_cxd6,1.212230216,DEFENSE,KING'S PAWN GAME,Equal,8803,0.75,1
9202,FRENCH DEFENSE,TRUE,20,RESIGN,BLACK,BLITZ,e4,e6,e4_d4_e5_c3_Be3,e6_d5_c5_Nc6_Qb6,1.00996483,DEFENSE,FRENCH DEFENSE,Equal,8808,0.75,1
9203,POLISH DEFENSE,TRUE,67,RESIGN,WHITE,BLITZ,d4,b5,d4_e4_c4_a3_Nc3,b5_c6_a6_e6_Ne7,1.166666667,DEFENSE,OTHER,Equal,8809,0.75,1
9204,SCANDINAVIAN DEFENSE,TRUE,31,RESIGN,WHITE,BLITZ,e4,d5,e4_exd5_Nf3_Nc3_Be2,d5_Qxd5_Qd8_Nc6_Nf6,0.922,DEFENSE,SCANDINAVIAN DEFENSE,Equal,8810,0.75,1
9206,QUEEN'S PAWN GAME,FALSE,47,RESIGN,WHITE,STANDARD,d4,d5,d4_Nf3_e3_Be2_O-O,d5_e6_Nc6_Bd7_Nf6,1.033102386,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,8812,0.75,1
9208,QUEEN'S PAWN GAME,TRUE,11,RESIGN,WHITE,BLITZ,d4,d5,d4_c3_Nf3_Nbd2_Ne5,d5_Nf6_Bg4_Ne4_Qd6,1.065131056,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,8814,0.75,1
9209,QUEEN'S PAWN GAME,FALSE,102,MATE,BLACK,BLITZ,d4,d5,d4_Nf3_e3_Nh4_Bd3,d5_c6_Nf6_e6_Bd6,0.954511559,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,8815,0.75,1
9210,QUEEN'S PAWN GAME,TRUE,49,RESIGN,WHITE,BLITZ,d4,d5,d4_Nf3_e3_b3_c4,d5_e6_Nc6_Bd6_Bb4+,1.215650591,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,8816,0.75,1
9211,MODERN DEFENSE,FALSE,27,MATE,WHITE,STANDARD,d4,g6,d4_e4_d5_c4_Nc3,g6_Nc6_Na5_c6_e6,1.122689076,DEFENSE,MODERN DEFENSE,Equal,8817,0.75,1
9212,QUEEN'S PAWN GAME,FALSE,38,RESIGN,BLACK,BLITZ,d4,d5,d4_Nf3_e3_b3_c4,d5_Nc6_f6_e5_exd4,1.061159651,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,8818,0.75,1
9213,MIESES OPENING,FALSE,10,RESIGN,BLACK,BLITZ,d3,d5,d3_d4_dxe5_c3_a4,d5_e5_d4_c5_f5,0.706586826,NO_DEFENSE,MIESES OPENING,Equal,8819,0.75,1
9215,QUEEN'S PAWN GAME,FALSE,54,RESIGN,WHITE,BLITZ,Nf3,d5,Nf3_d4_h3_c3_Nbd2,d5_Nc6_e6_Nf6_Bd6,1.09778143,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,8821,0.75,1
9216,RAT DEFENSE,FALSE,51,RESIGN,WHITE,BLITZ,c4,e5,c4_d4_dxe5_Qxd8+_e4,e5_d6_dxe5_Kxd8_Bb4+,1.049489395,DEFENSE,RAT DEFENSE,Equal,8822,0.75,1
9217,SCANDINAVIAN DEFENSE,FALSE,47,MATE,WHITE,BLITZ,e4,d5,e4_exd5_Be2_Nc3_Bb5+,d5_Qxd5_e5_Qe6_c6,0.899700599,DEFENSE,SCANDINAVIAN DEFENSE,Equal,8823,0.75,1
9218,ENGLISH OPENING,FALSE,50,RESIGN,WHITE,BLITZ,c4,Nc6,c4_Nc3_a3_e3_cxb5,Nc6_e5_a6_b5_axb5,1.107828656,NO_DEFENSE,ENGLISH OPENING,Equal,8824,0.75,1
9219,QUEEN'S PAWN GAME,FALSE,10,RESIGN,BLACK,BLITZ,d4,d5,d4_b3_c4_bxc4_Bb2,d5_Nc6_dxc4_Qxd4_Qxb2,0.805952381,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,8825,0.75,1
9220,KING'S PAWN GAME,FALSE,97,RESIGN,WHITE,BLITZ,e4,e5,e4_d4_dxe5_Qxd8+_g3,e5_d5_dxe4_Kxd8_Nc6,1.036927622,NO_DEFENSE,KING'S PAWN GAME,Equal,8826,0.75,1
9221,RUSSIAN GAME,FALSE,70,MATE,BLACK,BLITZ,Nc3,e5,Nc3_e4_Nf3_Bc4_Ng5,e5_Nf6_Rg8_Be7_Rf8,1.146486029,NO_DEFENSE,RUSSIAN GAME,Equal,8827,0.75,1
9222,QUEEN'S PAWN GAME,FALSE,41,MATE,WHITE,BLITZ,d4,d5,d4_Nf3_e3_c3_b4,d5_e6_h6_Bd6_Nf6,1.050426687,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,8828,0.75,1
9224,ZUKERTORT OPENING,TRUE,32,OUTOFTIME,BLACK,BLITZ,Nf3,d6,Nf3_d3_Qd2_d4_Ng1,d6_h6_e5_e4_Be7,0.761014686,NO_DEFENSE,ZUKERTORT OPENING,Equal,8830,0.75,1
9226,HUNGARIAN OPENING,TRUE,12,RESIGN,BLACK,STANDARD,g3,e5,g3_Bg2_e3_f4_gxf4,e5_Nf6_d6_exf4_d5,0.986351228,NO_DEFENSE,HUNGARIAN OPENING,Equal,8832,0.75,1
9227,SICILIAN DEFENSE,TRUE,32,RESIGN,WHITE,BLITZ,e4,c5,e4_Nf3_c3_d4_cxd4,c5_Nc6_Nb8_cxd4_d6,1.244972578,DEFENSE,SICILIAN DEFENSE,Equal,8833,0.75,1
9228,WARE OPENING,TRUE,6,OUTOFTIME,BLACK,STANDARD,a4,Nf6,a4_e4_e5__,Nf6_d6_dxe5__,0.744925575,NO_DEFENSE,OTHER,Equal,8834,0.75,1
9229,SARAGOSSA OPENING,TRUE,25,RESIGN,WHITE,BLITZ,c3,e5,c3_d3_dxe4_c4_cxd5,e5_e4_d6_d5_Qxd5,0.845849802,NO_DEFENSE,OTHER,Equal,8835,0.75,1
9230,ELEPHANT GAMBIT,TRUE,29,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_d3_Nxe5_Qh5,e5_d5_dxe4_c6_Ke7,1.152153987,NO_DEFENSE,ELEPHANT GAMBIT,Equal,8836,0.75,1
9233,VAN'T KRUIJS OPENING,TRUE,9,RESIGN,WHITE,BLITZ,e3,e5,e3_f4_fxe5_e6_g4,e5_c6_Na6_dxe6_,0.851937984,NO_DEFENSE,VAN'T KRUIJS OPENING,Equal,8839,0.75,1
9235,HUNGARIAN OPENING,TRUE,16,MATE,BLACK,BLITZ,g3,e6,g3_g4_g5_Nf3_Ng1,e6_d5_Qxg5_Qf6_Bc5,0.797737858,NO_DEFENSE,HUNGARIAN OPENING,Equal,8841,0.75,1
9238,SICILIAN DEFENSE,FALSE,3,RESIGN,BLACK,STANDARD,e4,c5,e4_Nf3___,c5____,0.711276332,DEFENSE,SICILIAN DEFENSE,Equal,8844,0.75,1
9244,ENGLISH OPENING,TRUE,22,RESIGN,BLACK,STANDARD,c4,e5,c4_e4_Qb3_Bd3_Nf3,e5_Bb4_c5_a5_a4,0.801324503,NO_DEFENSE,ENGLISH OPENING,Equal,8850,0.75,1
9245,PORTUGUESE OPENING,TRUE,92,RESIGN,BLACK,STANDARD,e4,e5,e4_Bb5_Bd3_f3_a4,e5_c6_d5_Na6_Nb4,0.823783118,NO_DEFENSE,OTHER,Equal,8851,0.75,1
9247,ENGLISH OPENING,TRUE,102,MATE,BLACK,STANDARD,c4,e5,c4_c5_Qa4_h4_Qc2,e5_Qg5_b5_Qh6_g6,1.048951049,NO_DEFENSE,ENGLISH OPENING,Equal,8853,0.75,1
9249,MODERN DEFENSE,TRUE,54,RESIGN,BLACK,BLITZ,e4,g6,e4_d4_f4_Nf3_c3,g6_d6_Bg7_Bg4_Nd7,0.908355795,DEFENSE,MODERN DEFENSE,Equal,8855,0.75,1
9251,SICILIAN DEFENSE,TRUE,31,RESIGN,WHITE,BLITZ,e4,c5,e4_Nf3_Nc3_Bb5_O-O,c5_e6_Nc6_Nd4_Nxb5,1.155857741,DEFENSE,SICILIAN DEFENSE,Equal,8857,0.75,1
9252,FRENCH DEFENSE,TRUE,47,RESIGN,WHITE,BLITZ,e4,e6,e4_d4_Nf3_e5_Nc3,e6_c6_d5_c5_cxd4,1.120610687,DEFENSE,FRENCH DEFENSE,Equal,8858,0.75,1
9254,QUEEN'S PAWN,TRUE,51,MATE,WHITE,STANDARD,d4,a5,d4_e4_e5_Nf3_Bf4,a5_Ra6_Re6_d6_dxe5,1.002,NO_DEFENSE,QUEEN'S PAWN,Equal,8860,0.75,1
9255,RAT DEFENSE,TRUE,44,RESIGN,BLACK,STANDARD,e4,e6,e4_d4_c4_Nc3_Nf3,e6_d6_Nf6_Be7_O-O,0.807167235,DEFENSE,RAT DEFENSE,Equal,8861,0.75,1
9258,ENGLISH OPENING,TRUE,53,OUTOFTIME,WHITE,BLITZ,Nf3,d5,Nf3_c4_g3_cxd5_d4,d5_e6_c5_exd5_c4,1.284730195,DEFENSE,ENGLISH OPENING,Equal,8864,0.75,1
9259,ENGLISH OPENING,TRUE,96,RESIGN,BLACK,BLITZ,c4,e5,c4_d3_g3_Bg2_Bxc6+,e5_Nc6_d5_dxc4_bxc6,0.721054984,NO_DEFENSE,ENGLISH OPENING,Equal,8865,0.75,1
9261,SICILIAN DEFENSE,TRUE,134,MATE,BLACK,BLITZ,e4,c5,e4_Nc3_Nf3_g3_Bc4,c5_a6_d6_e5_Be7,1.059456929,DEFENSE,SICILIAN DEFENSE,Equal,8867,0.75,1
9262,FOUR KNIGHTS GAME,TRUE,46,RESIGN,BLACK,BLITZ,e4,Nf6,e4_Nc3_Nf3_Bc4_Bxf7+,Nf6_e5_Nc6_Nxe4_Kxf7,0.796460177,NO_DEFENSE,FOUR KNIGHTS GAME,Equal,8868,0.75,1
9264,GRUENFELD DEFENSE,TRUE,72,MATE,BLACK,BLITZ,d4,Nf6,d4_c4_Nc3_Nf3_b3,Nf6_g6_d5_Bg7_c5,0.92201426,DEFENSE,GRUENFELD DEFENSE,Equal,8870,0.75,1
9266,GROB OPENING,FALSE,28,MATE,BLACK,STANDARD,g4,d5,g4_b4_h3_Nc3_Bg2,d5_Bxg4_Bh5_Nf6_e6,0.882352941,NO_DEFENSE,OTHER,Equal,8872,0.75,1
9268,QUEEN'S GAMBIT DECLINED,TRUE,23,RESIGN,BLACK,STANDARD,d4,d5,d4_c4_a3_Nf3_Bf4,d5_e6_h6_Nc6_Bd6,0.833136095,NO_DEFENSE,QUEEN'S GAMBIT DECLINED,Equal,8874,0.75,1
9269,VAN'T KRUIJS OPENING,TRUE,69,MATE,WHITE,STANDARD,e3,e5,e3_b3_Nc3_Na4_Bxb5+,e5_d5_d4_b5_Bd7,0.995887192,NO_DEFENSE,VAN'T KRUIJS OPENING,Equal,8875,0.75,1
9270,CARO-KANN DEFENSE,TRUE,53,MATE,WHITE,STANDARD,e4,d5,e4_exd5_d4_Nc3_Bd3,d5_c6_cxd5_Nf6_e6,1.185159501,DEFENSE,CARO-KANN DEFENSE,Equal,8876,0.75,1
9271,SCOTCH GAME,TRUE,31,RESIGN,WHITE,STANDARD,e4,e5,e4_Nf3_d4_Nxd4_Qxd4,e5_Nc6_exd4_Nxd4_f6,0.972706156,NO_DEFENSE,SCOTCH GAME,Equal,8877,0.75,1
9272,SCOTCH GAME,TRUE,53,RESIGN,BLACK,STANDARD,e4,e5,e4_Nf3_d4_Nxd4_Qxd4,e5_Nc6_exd4_Nxd4_d6,0.991233197,NO_DEFENSE,SCOTCH GAME,Equal,8878,0.75,1
9274,ITALIAN GAME,TRUE,71,OUTOFTIME,WHITE,STANDARD,e4,e5,e4_Bc4_d3_Nf3_Ng5,e5_Nc6_Nf6_Bc5_O-O,1.022289157,NO_DEFENSE,ITALIAN GAME,Equal,8880,0.75,1
9275,SCOTCH GAME,TRUE,77,MATE,WHITE,STANDARD,e4,e5,e4_Nf3_d4_Nxd4_Nb5,e5_Nc6_exd4_Qf6_Bb4+,0.906012843,NO_DEFENSE,SCOTCH GAME,Equal,8881,0.75,1
9276,SICILIAN DEFENSE,TRUE,29,MATE,WHITE,STANDARD,e4,c5,e4_Bc4_Nf3_a3_Ba2,c5_a6_e6_b5_Nc6,1.014294223,DEFENSE,SICILIAN DEFENSE,Equal,8882,0.75,1
9277,CENTER GAME,TRUE,26,MATE,BLACK,STANDARD,e4,e5,e4_d4_Qxd4_Qd1_Nc3,e5_exd4_Nc6_a6_Bc5,0.978735972,NO_DEFENSE,CENTER GAME,Equal,8883,0.75,1
9278,SICILIAN DEFENSE,TRUE,53,RESIGN,WHITE,STANDARD,e4,c5,e4_Bc4_Nf3_a3_d3,c5_Nc6_h6_e5_d6,1.067131096,DEFENSE,SICILIAN DEFENSE,Equal,8884,0.75,1
9279,BISHOP'S OPENING,TRUE,26,RESIGN,BLACK,STANDARD,e4,e5,e4_Bc4_d3_h3_Nf3,e5_Nf6_Bc5_d6_h6,0.987762238,DEFENSE,BISHOP'S OPENING,Equal,8885,0.75,1
9280,BISHOP'S OPENING,TRUE,112,RESIGN,BLACK,STANDARD,e4,e5,e4_Bc4_Qh5_Nf3_Ng5,e5_Bc5_Qf6_d6_Qxf2+,0.910554562,NO_DEFENSE,BISHOP'S OPENING,Equal,8886,0.75,1
9281,BISHOP'S OPENING,TRUE,101,MATE,WHITE,STANDARD,e4,e5,e4_Bc4_Nf3_a3_d3,e5_a6_f6_Nc6_Bc5,1.097240473,NO_DEFENSE,BISHOP'S OPENING,Equal,8887,0.75,1
9283,BISHOP'S OPENING,TRUE,44,RESIGN,WHITE,STANDARD,e4,e5,e4_Bc4_d3_Be3_fxe3,e5_Qf6_Bc5_Bxe3_Nh6,1.048284625,NO_DEFENSE,BISHOP'S OPENING,Equal,8888,0.75,1
9285,QUEEN'S GAMBIT,TRUE,31,MATE,WHITE,STANDARD,d4,d5,d4_c4_cxd5_Nc3_Qc2,d5_Be6_Bxd5_Nf6_c6,1.061676647,NO_DEFENSE,OTHER,Equal,8890,0.75,1
9286,ITALIAN GAME,TRUE,34,RESIGN,BLACK,STANDARD,e4,e5,e4_Nf3_Bc4_O-O_Kh1,e5_Nc6_h6_Bc5_d6,1.018105009,DEFENSE,ITALIAN GAME,Equal,8891,0.75,1
9287,ITALIAN GAME,TRUE,116,RESIGN,BLACK,STANDARD,e4,e5,e4_Bc4_d3_Nf3_Be3,e5_Nc6_Bc5_h6_Bxe3,1.137466307,NO_DEFENSE,ITALIAN GAME,Equal,8892,0.75,1
9288,ITALIAN GAME,TRUE,47,RESIGN,BLACK,STANDARD,e4,e5,e4_Nf3_Bc4_b4_c3,e5_Nc6_Bc5_Bb6_Nf6,0.972570066,NO_DEFENSE,ITALIAN GAME,Equal,8893,0.75,1
9289,BISHOP'S OPENING,TRUE,35,RESIGN,WHITE,STANDARD,e4,e5,e4_Bc4_h3_Nf3_a3,e5_d6_h6_a6_Be7,1.083009079,NO_DEFENSE,BISHOP'S OPENING,Equal,8894,0.75,1
9290,QUEEN'S GAMBIT REFUSED,TRUE,73,RESIGN,WHITE,STANDARD,d4,d5,d4_c4_c5_Nf3_Bf4,d5_Nf6_Nc6_h6_Bf5,0.890337878,DEFENSE,QUEEN'S GAMBIT REFUSED,Equal,8895,0.75,1
9291,SCANDINAVIAN DEFENSE,TRUE,28,MATE,BLACK,STANDARD,e4,d5,e4_e5_h3_d3_g4,d5_c5_Bf5_e6_Bg6,1.151147099,DEFENSE,SCANDINAVIAN DEFENSE,Equal,8896,0.75,1
9295,KING'S PAWN GAME,FALSE,34,MATE,BLACK,STANDARD,e4,e5,e4_g4_Nf3_Nxe5_h4,e5_d5_dxe4_Qg5_Qxe5,0.853907962,NO_DEFENSE,KING'S PAWN GAME,Equal,8899,0.75,1
9296,RUSSIAN GAME,TRUE,9,MATE,WHITE,STANDARD,e4,e5,e4_Nf3_Nxe5_Qf3_Qxf7#,e5_Nf6_Nxe4_d6_,1.165690377,NO_DEFENSE,RUSSIAN GAME,Equal,8900,0.75,1
9298,ALEKHINE DEFENSE,FALSE,76,RESIGN,BLACK,BLITZ,e4,Nf6,e4_e5_c4_g3_f4,Nf6_Nd5_Nf4_Ne6_d6,0.95829992,DEFENSE,ALEKHINE DEFENSE,Equal,8901,0.75,1
9299,PHILIDOR DEFENSE,TRUE,40,RESIGN,BLACK,STANDARD,e4,e5,e4_Nf3_Bb5+_Ba4_Bb3,e5_d6_c6_b5_a5,1.289077213,DEFENSE,PHILIDOR DEFENSE,Equal,8902,0.75,1
9301,CENTER GAME,FALSE,44,OUTOFTIME,BLACK,STANDARD,e4,e5,e4_d4_Nf3_exd5_Bb5+,e5_f6_d5_e4_c6,1.03133393,NO_DEFENSE,CENTER GAME,Equal,8903,0.75,1
9302,MODERN DEFENSE,TRUE,108,RESIGN,BLACK,BLITZ,e4,g6,e4_b3_Nf3_Bb2_Bc4,g6_e5_Bg7_Nc6_d6,0.768861454,DEFENSE,MODERN DEFENSE,Equal,8904,0.75,1
9303,KING'S PAWN GAME,TRUE,56,MATE,BLACK,BLITZ,e4,e5,e4_Qf3_c3_Bc4_Ne2,e5_Nf6_Nc6_Be7_O-O,1.126961484,NO_DEFENSE,KING'S PAWN GAME,Equal,8905,0.75,1
9304,ENGLISH OPENING,FALSE,7,RESIGN,WHITE,BLITZ,e4,e5,e4_c4_Nf3_Be2_,e5_Qh4_Qxe4+__,1.163822526,NO_DEFENSE,ENGLISH OPENING,Equal,8906,0.75,1
9305,PIRC DEFENSE,TRUE,51,MATE,WHITE,STANDARD,e4,d6,e4_c4_d4_d5_Bd2,d6_Na6_e6_e5_Bd7,0.974802016,DEFENSE,PIRC DEFENSE,Equal,8907,0.75,1
9306,ENGLISH OPENING,TRUE,56,RESIGN,BLACK,BLITZ,e4,e5,e4_c4_d3_Nf3_Nc3,e5_Nc6_Bc5_d6_Nd4,0.997867804,NO_DEFENSE,ENGLISH OPENING,Equal,8908,0.75,1
9307,SLAV DEFENSE,TRUE,103,MATE,WHITE,BLITZ,d4,d5,d4_c4_e3_Qc2_Nf3,d5_c6_Nf6_e6_Bb4+,1.168885774,DEFENSE,SLAV DEFENSE,Equal,8909,0.75,1
9308,ST. GEORGE DEFENSE,TRUE,59,MATE,WHITE,BLITZ,e4,a6,e4_c4_d3_Nf3_Bf4,a6_e6_c6_h6_g5,0.900943396,DEFENSE,OTHER,Equal,8910,0.75,1
9309,ENGLISH OPENING,TRUE,30,RESIGN,BLACK,BLITZ,e4,e5,e4_c4_d3_Nc3_Nf3,e5_c5_Nc6_a6_f6,1.118066561,NO_DEFENSE,ENGLISH OPENING,Equal,8911,0.75,1
9310,ENGLISH OPENING,TRUE,69,RESIGN,WHITE,BLITZ,e4,e5,e4_c4_d3_Nf3_h3,e5_d6_b6_Nf6_Be7,0.838842975,NO_DEFENSE,ENGLISH OPENING,Equal,8912,0.75,1
9312,PHILIDOR DEFENSE,TRUE,37,MATE,WHITE,STANDARD,e4,e5,e4_Nf3_Bc4_d3_Ng5,e5_d6_Nf6_Nc6_Rg8,0.782640408,DEFENSE,PHILIDOR DEFENSE,Equal,8914,0.75,1
9313,ENGLISH OPENING,TRUE,27,RESIGN,WHITE,BLITZ,e4,e5,e4_c4_Nf3_d3_Be2,e5_Bc5_d6_Bg4_Nc6,0.835986159,NO_DEFENSE,ENGLISH OPENING,Equal,8915,0.75,1
9314,PHILIDOR DEFENSE,TRUE,61,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_g3_Bg2_d3,e5_d6_c5_Nf6_Be7,1.122464899,DEFENSE,PHILIDOR DEFENSE,Equal,8916,0.75,1
9316,SICILIAN DEFENSE,FALSE,119,MATE,WHITE,BLITZ,e4,c5,e4_a3_Nc3_Bc4_d3,c5_e5_Bd6_Nc6_Nf6,0.955,DEFENSE,SICILIAN DEFENSE,Equal,8918,0.75,1
9317,QUEEN'S GAMBIT ACCEPTED,TRUE,31,RESIGN,WHITE,STANDARD,d4,d5,d4_c4_Nf3_e3_Bxc4,d5_e6_Nf6_dxc4_c5,1.0969163,DEFENSE,QUEEN'S GAMBIT ACCEPTED,Equal,8919,0.75,1
9318,SICILIAN DEFENSE,TRUE,60,MATE,BLACK,BLITZ,e4,c5,e4_Nc3_Nf3_Bc4_Be2,c5_e6_a6_b5_Bb7,0.899447514,DEFENSE,SICILIAN DEFENSE,Equal,8920,0.75,1
9319,FRENCH DEFENSE,FALSE,89,RESIGN,WHITE,BLITZ,e4,e6,e4_d4_Nd2_exd5_Ngf3,e6_d5_c5_exd5_Nc6,1.161325967,DEFENSE,FRENCH DEFENSE,Equal,8921,0.75,1
9320,QUEEN'S PAWN GAME,FALSE,66,RESIGN,BLACK,BLITZ,d4,d5,d4_Nf3_Bg5_Nbd2_Bh4,d5_Nf6_e6_h6_c5,0.861084681,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,8922,0.75,1
9322,SICILIAN DEFENSE,TRUE,78,MATE,BLACK,BLITZ,e4,c5,e4_c3_d4_cxd4_exd5,c5_e6_cxd4_d5_exd5,1.015810277,DEFENSE,SICILIAN DEFENSE,Equal,8924,0.75,1
9323,FRENCH DEFENSE,TRUE,35,RESIGN,WHITE,BLITZ,d4,e6,d4_e4_e5_c3_Nf3,e6_d5_c5_Nc6_Qb6,1.035934868,DEFENSE,FRENCH DEFENSE,Equal,8925,0.75,1
9324,QUEEN'S PAWN GAME,TRUE,102,MATE,BLACK,BLITZ,d4,d5,d4_Nf3_c4_Qb3_cxd5,d5_Bg4_Nf6_b6_Nxd5,1.150159744,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,8926,0.75,1
9326,BARNES DEFENSE,TRUE,3,RESIGN,WHITE,BLITZ,e4,f6,e4_Qh5+___,f6____,1.071917808,DEFENSE,OTHER,Equal,8928,0.75,1
9327,BORG DEFENSE,FALSE,65,MATE,WHITE,BULLET,e4,g5,e4_e5_d4_Nc3_Qxg4,g5_Bh6_e6_g4_Ne7,1.191780822,DEFENSE,OTHER,Equal,8929,0.75,1
9328,VAN'T KRUIJS OPENING,TRUE,30,MATE,BLACK,BLITZ,e3,e5,e3_Bd3_Nf3_b3_Ba3,e5_d6_Bg4_Nc6_Nf6,0.871408046,NO_DEFENSE,VAN'T KRUIJS OPENING,Equal,8930,0.75,1
9329,NIMZO-LARSEN ATTACK,TRUE,85,RESIGN,WHITE,BLITZ,b3,Nh6,b3_Bb2_e4_f4_Nc3,Nh6_g6_f6_Bg7_f5,1.267479675,NO_DEFENSE,NIMZO-LARSEN ATTACK,Equal,8931,0.75,1
9330,VAN GEET OPENING,TRUE,12,MATE,BLACK,BLITZ,Nc3,a6,Nc3_Nd5_Nc3_Nb1_b3,a6_e6_d5_Bc5_Qh4,0.803341902,NO_DEFENSE,OTHER,Equal,8932,0.75,1
9331,PIRC DEFENSE,TRUE,37,MATE,WHITE,STANDARD,e4,d6,e4_d4_Nf3_h3_Bc4,d6_Be6_Bg4_Bc8_e6,1.228285934,DEFENSE,PIRC DEFENSE,Equal,8933,0.75,1
9333,MIESES OPENING,TRUE,11,MATE,WHITE,BLITZ,d3,f5,d3_Nf3_Nxg5_e4_Qh5+,f5_g5_Bh6_fxe4_Kf8,1.007178751,NO_DEFENSE,MIESES OPENING,Equal,8935,0.75,1
9335,INDIAN GAME,TRUE,11,MATE,WHITE,STANDARD,d4,Nf6,d4_d5_Qxd5_Nf3_Ne5,Nf6_Nxd5_h6_Rh7_h5,1.128666667,NO_DEFENSE,INDIAN GAME,Equal,8936,0.75,1
9336,SCANDINAVIAN DEFENSE,TRUE,37,OUTOFTIME,WHITE,BLITZ,e4,d5,e4_f3_fxe4_e5_d4,d5_dxe4_Nf6_Ng4_Nc6,1.098949212,DEFENSE,SCANDINAVIAN DEFENSE,Equal,8937,0.75,1
9337,QUEEN'S PAWN GAME,TRUE,29,RESIGN,WHITE,BLITZ,d4,d5,d4_a3_Nc3_Bf4_Be3,d5_Nc6_Nf6_Nh5_e5,1.285963383,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,8938,0.75,1
9339,SCANDINAVIAN DEFENSE,TRUE,31,RESIGN,BLACK,STANDARD,e4,d5,e4_d3_e5_Nh3_d4,d5_Nf6_Ng4_Nxe5_Nec6,1.090232558,DEFENSE,SCANDINAVIAN DEFENSE,Equal,8940,0.75,1
9340,QUEEN'S PAWN GAME,TRUE,44,RESIGN,BLACK,BLITZ,d4,d5,d4_g3_Bg2_Bf3_e4,d5_Nf6_Ng4_Nc6_dxe4,1.020477816,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,8941,0.75,1
9341,QUEEN'S GAMBIT ACCEPTED,TRUE,94,MATE,BLACK,BLITZ,d4,d5,d4_c4_e3_Bxc4_exd4,d5_dxc4_e5_exd4_Nc6,1.262759924,NO_DEFENSE,QUEEN'S GAMBIT ACCEPTED,Equal,8942,0.75,1
9343,SCANDINAVIAN DEFENSE,TRUE,42,MATE,BLACK,STANDARD,e4,d5,e4_exd5_Nc3_Nf3_d4,d5_Qxd5_Qd8_Nf6_Nc6,1.031092437,DEFENSE,SCANDINAVIAN DEFENSE,Equal,8944,0.75,1
9344,NIMZOWITSCH DEFENSE,TRUE,55,RESIGN,WHITE,BLITZ,d4,d5,d4_Nc3_e4_Nxe4_Nd2,d5_Nc6_dxe4_Qxd4_Bg4,0.847936278,DEFENSE,NIMZOWITSCH DEFENSE,Equal,8945,0.75,1
9345,SCANDINAVIAN DEFENSE,TRUE,100,MATE,BLACK,BLITZ,e4,d5,e4_Bd3_exd5_Bc4_Nf3,d5_Nf6_Nxd5_Be6_Nf4,1.188955997,DEFENSE,SCANDINAVIAN DEFENSE,Equal,8946,0.75,1
9346,SICILIAN DEFENSE,TRUE,9,OUTOFTIME,WHITE,BLITZ,d4,c5,d4_e4_Bd2_Nc3_Bxb5,c5_Qa5+_Qb6_Qb5_,0.933115824,DEFENSE,SICILIAN DEFENSE,Equal,8947,0.75,1
9347,SCANDINAVIAN DEFENSE,TRUE,34,MATE,BLACK,BLITZ,e4,d5,e4_e5_Qh5+_Qh4_c4,d5_f6_g6_fxe5_dxc4,1.090271691,DEFENSE,SCANDINAVIAN DEFENSE,Equal,8948,0.75,1
9348,SCANDINAVIAN DEFENSE,TRUE,43,MATE,WHITE,BLITZ,e4,d5,e4_exd5_Nc3_Bc4_Nf3,d5_Qxd5_Qd8_Nf6_Nc6,1.206806283,DEFENSE,SCANDINAVIAN DEFENSE,Equal,8949,0.75,1
9349,CENTER GAME,TRUE,48,MATE,BLACK,BLITZ,e4,e5,e4_d4_Nf3_Bg5_Bf4,e5_exd4_c5_f6_d6,0.919585987,NO_DEFENSE,CENTER GAME,Equal,8950,0.75,1
9353,QUEEN'S PAWN,TRUE,4,RESIGN,WHITE,BLITZ,d4,Nh6,d4_d5___,Nh6_g6___,1.226079594,NO_DEFENSE,QUEEN'S PAWN,Equal,8954,0.75,1
9354,MODERN DEFENSE,TRUE,7,OUTOFTIME,WHITE,BLITZ,e4,g6,e4_Bc4_Ne2_Bxg8_,g6_Bh6_f6__,1.121168924,DEFENSE,MODERN DEFENSE,Equal,8955,0.75,1
9355,BORG DEFENSE,TRUE,3,OUTOFTIME,WHITE,BLITZ,e4,g5,e4_d4___,g5____,1.280360861,DEFENSE,OTHER,Equal,8956,0.75,1
